ontology	label	description	url	homepage_url	ols_url	ontology_iri	version_iri	last_loaded
addicto	Addiction Ontology	The Addiction Ontology (AddictO) is an ontology being developed all aspects of addiction research.	https://addictovocab.org	https://addictovocab.org	https://www.ebi.ac.uk/ols4/ontologies/addicto	addicto	http://addictovocab.org/addicto.owl/2025-09-24	2026-03-01T05:10:59.588302567
ado	Alzheimer's Disease Ontology (ADO)	Alzheimer's Disease Ontology is a knowledge-based ontology that encompasses varieties of concepts related to Alzheimer'S Disease, foundamentally structured by upper level Basic Formal Ontology(BFO). This Ontology is enriched by the interrelational entities that demonstrate the nextwork of the understanding on Alzheimer's disease and can be readily applied for text mining.	https://github.com/Fraunhofer-SCAI-Applied-Semantics/ADO	https://github.com/Fraunhofer-SCAI-Applied-Semantics/ADO	https://www.ebi.ac.uk/ols4/ontologies/ado	ado	http://purl.obolibrary.org/obo/ado/releases/2023-09-20/ado.owl	2026-03-01T04:35:48.598018269
aeo	Anatomical Entity Ontology	AEO is an ontology of anatomical structures that expands CARO, the Common Anatomy Reference Ontology	https://github.com/obophenotype/human-developmental-anatomy-ontology/	https://github.com/obophenotype/human-developmental-anatomy-ontology/	https://www.ebi.ac.uk/ols4/ontologies/aeo	aeo	http://purl.obolibrary.org/obo/aeo/releases/2022-09-13/aeo.owl	2026-03-01T05:09:22.916924305
afo	Allotrope Merged Ontology Suite	Allotrope Merged Ontology Suite	https://www.ebi.ac.uk/ols4/ontologies/afo		https://www.ebi.ac.uk/ols4/ontologies/afo	afo	http://purl.allotrope.org/voc/afo/merged/REC/2025/12/merged-without-qudt-and-inferred	2026-03-01T05:23:20.170309336
afpo	African Population Ontology	AfPO is an ontology that can be used in the study of diverse populations across Africa. It brings together publicly available demographic, anthropological and genetic data relating to African people in a standardised and structured format. The AfPO can be employed to classify African study participants comprehensively in prospective research studies. It can also be used to classify past study participants by mapping them using a language or ethnicity identifier or synonyms.	https://github.com/h3abionet/afpo	https://github.com/h3abionet/afpo	https://www.ebi.ac.uk/ols4/ontologies/afpo	afpo	http://purl.obolibrary.org/obo/afpo/releases/2024-03-21/afpo.owl	2026-03-01T04:35:49.449002877
agro	Agronomy Ontology	AgrO is an ontlogy for representing agronomic practices, techniques, variables and related entities	https://github.com/AgriculturalSemantics/agro	https://github.com/AgriculturalSemantics/agro	https://www.ebi.ac.uk/ols4/ontologies/agro	agro	http://purl.obolibrary.org/obo/agro/releases/2022-11-02/agro.owl	2026-03-01T04:35:50.080743785
aism	Ontology for the Anatomy of the Insect SkeletoMuscular system	The ontology for the Anatomy of the Insect SkeletoMuscular system (AISM) contains terms used to describe the cuticle - as a single anatomical structure - and the skeletal muscle system, to be used in insect biodiversity research.	https://github.com/insect-morphology/aism	https://github.com/insect-morphology/aism	https://www.ebi.ac.uk/ols4/ontologies/aism	aism	http://purl.obolibrary.org/obo/aism/releases/2026-02-14/aism.owl	2026-03-01T04:35:52.577842161
amphx	Amphioxus Development and Anatomy Ontology (AMPHX)	An ontology for the development and anatomy of Amphioxus (Branchiostoma lanceolatum).	https://github.com/EBISPOT/amphx_ontology	https://github.com/EBISPOT/amphx_ontology	https://www.ebi.ac.uk/ols4/ontologies/amphx	amphx	http://purl.obolibrary.org/obo/amphx/releases/2020-12-18/amphx.owl	2026-03-01T04:35:55.682675752
apo	Ascomycete Phenotype Ontology (APO)	A structured controlled vocabulary for the phenotypes of Ascomycete fungi.	http://www.yeastgenome.org/	http://www.yeastgenome.org/	https://www.ebi.ac.uk/ols4/ontologies/apo	apo	http://purl.obolibrary.org/obo/apo/releases/2026-01-12/apo.owl	2026-03-01T04:35:55.806674160
apollo_sv	Apollo Structured Vocabulary	An OWL2 ontology of phenomena in infectious disease epidemiology and population biology for use in epidemic simulation.	https://github.com/ApolloDev/apollo-sv	https://github.com/ApolloDev/apollo-sv	https://www.ebi.ac.uk/ols4/ontologies/apollo_sv	apollo_sv	http://purl.obolibrary.org/obo/apollo_sv/releases/2024-12-24/apollo_sv.owl	2026-03-01T04:35:56.055595064
aro	Antibiotic Resistance Ontology	Antibiotic resistance genes and mutations	https://github.com/arpcard/aro	https://github.com/arpcard/aro	https://www.ebi.ac.uk/ols4/ontologies/aro	aro		2026-03-01T04:35:57.158764415
bao	BioAssay Ontology	The BioAssay Ontology (BAO) describes biological screening assays and their results including high-throughput screening (HTS) data for the purpose of categorizing assays and data analysis. BAO is an extensible, knowledge-based, highly expressive (currently SHOIQ(D)) description of biological assays making use of descriptive logic based features of the Web Ontology Language (OWL). BAO currently has over 700 classes and also makes use of several other ontologies. It describes several concepts related to biological screening, including Perturbagen, Format, Meta Target, Design, Detection Technology, and Endpoint. Perturbagens are perturbing agents that are screened in an assay; they are mostly small molecules. Assay Meta Target describes what is known about the biological system and / or its components interrogated in the assay (and influenced by the Perturbagen). Meta target can be directly described as a molecular entity (e.g. a purified protein or a protein complex), or indirectly by a biological process or event (e.g. phosphorylation). Format describes the biological or chemical features common to each test condition in the assay and includes biochemical, cell-based, organism-based, and variations thereof. The assay Design describes the assay methodology and implementation of how the perturbation of the biological system is translated into a detectable signal. Detection Technology relates to the physical method and technical details to detect and record a signal. Endpoints are the final HTS results as they are usually published (such as IC50, percent inhibition, etc). BAO has been designed to accommodate multiplexed assays. All main BAO components include multiple levels of sub-categories and specification classes, which are linked via object property relationships forming an expressive knowledge-based representation.	http://bioassayontology.org	http://bioassayontology.org	https://www.ebi.ac.uk/ols4/ontologies/bao	bao	http://www.bioassayontology.org/bao/bao_complete.owl	2026-03-01T05:23:14.852437904
bcgo	Beta Cell Genomics Ontology	An application ontology built for beta cell genomics studies.	https://github.com/obi-bcgo/bcgo	https://github.com/obi-bcgo/bcgo	https://www.ebi.ac.uk/ols4/ontologies/bcgo	bcgo	http://purl.obolibrary.org/obo/bcgo/2015-07-08/bcgo.owl	2026-03-01T05:10:11.495383245
bcio	The Behaviour Change Intervention Ontology	The Behaviour Change Intervention Ontology is an ontology for all aspects of human behaviour change interventions and their evaluation.	https://www.humanbehaviourchange.org/	https://www.humanbehaviourchange.org/	https://www.ebi.ac.uk/ols4/ontologies/bcio	bcio	http://humanbehaviourchange.org/ontology/bcio.owl/2025-12-05	2026-03-01T05:23:36.285584094
bco	Biological Collections Ontology	An ontology to support the interoperability of biodiversity data, including data on museum collections, environmental/metagenomic samples, and ecological surveys.	https://github.com/BiodiversityOntologies/bco	https://github.com/BiodiversityOntologies/bco	https://www.ebi.ac.uk/ols4/ontologies/bco	bco	http://purl.obolibrary.org/obo/bco/releases/2021-11-14/bco.owl	2026-03-01T04:35:58.880851352
bfo	Basic Formal Ontology	The upper level ontology upon which OBO Foundry ontologies are built.	http://ifomis.org/bfo/	http://ifomis.org/bfo/	https://www.ebi.ac.uk/ols4/ontologies/bfo	bfo	http://purl.obolibrary.org/obo/bfo/2019-08-26/bfo.owl	2026-03-01T04:35:59.016532496
biolink	biolink		https://biolink.github.io/biolink-model/	https://biolink.github.io/biolink-model/	https://www.ebi.ac.uk/ols4/ontologies/biolink	biolink		2026-03-01T05:10:59.344772922
bmont	Biomarker Ontology (BMONT)	An application ontology that represents comprehensive knowledge involving a variety of fields of medical and biological aspects.	https://github.com/SCAI-BIO/BiomarkerOntology	https://github.com/SCAI-BIO/BiomarkerOntology	https://www.ebi.ac.uk/ols4/ontologies/bmont	bmont	http://purl.obolibrary.org/obo/bmont/releases/2025-06-20/bmont.owl	2026-03-01T04:35:59.117110430
bspo	Biological Spatial Ontology	An ontology for respresenting spatial concepts, anatomical axes, gradients, regions, planes, sides and surfaces. These concepts can be used at multiple biological scales and in a diversity of taxa, including plants, animals and fungi. The BSPO is used to provide a source of anatomical location descriptors for logically defining anatomical entity classes in anatomy ontologies.	https://github.com/obophenotype/biological-spatial-ontology	https://github.com/obophenotype/biological-spatial-ontology	https://www.ebi.ac.uk/ols4/ontologies/bspo	bspo	http://purl.obolibrary.org/obo/bspo/releases/2023-05-27/bspo.owl	2026-03-01T04:35:59.312316817
bto	The BRENDA Tissue Ontology (BTO)	A structured controlled vocabulary for the source of an enzyme comprising tissues, cell lines, cell types and cell cultures.	http://www.brenda-enzymes.org	http://www.brenda-enzymes.org	https://www.ebi.ac.uk/ols4/ontologies/bto	bto	http://purl.obolibrary.org/obo/bto/releases/2021-10-26/bto.owl	2026-03-01T04:35:59.915178194
cao	Chemical Analysis Metadata Platform (ChAMP) Ontology version 0.2	The Chemical Analysis Ontology (CAO) is an ontology developed as part of the Chemical Analaysis Metadata Project (ChAMP) as a resource to semantically annotate standards developed using the ChAMP platform.  For more information go to http://champ-project.org.	https://champ.stuchalk.domains.unf.edu/cao	https://champ.stuchalk.domains.unf.edu/cao	https://www.ebi.ac.uk/ols4/ontologies/cao	cao		2026-03-01T05:17:01.518352970
caro	Common Anatomy Reference Ontology	The Common Anatomy Reference Ontology (CARO) is being developed to facilitate interoperability between existing anatomy ontologies for different species, and will provide a template for building new anatomy ontologies.	https://github.com/obophenotype/caro/	https://github.com/obophenotype/caro/	https://www.ebi.ac.uk/ols4/ontologies/caro	caro	http://purl.obolibrary.org/obo/caro/releases/2023-03-15/caro.owl	2026-03-01T05:10:12.783347091
ccf	Human Reference Atlas Common Coordinate Framework Ontology	The Common Coordinate Framework (CCF) Ontology is an application ontology built to support the development of the Human Reference Atlas (HRA).  It unifies vocabulary for HRA construction and usage—making it possible to ingest external data sources; supporting uniform tissue sample registration that includes the spatial positioning and semantic annotations within 3D reference organs; and supporting user-formulated cross-domain queries over tissue donor properties, anatomical structures, cell types, biomarkers, and 3D space. The CCF Ontology consists of three major ontologies. The Biological Structure Ontology records anatomical structures, cell types, and biomarkers (ASCT+B) and the relationships between them.  The ASCT+B tables are authored by human experts using templated Google Sheets. The biomarkers, cell types, and anatomical structures are mapped to existing ontologies (Uberon/FMA, CL, HGNC) whenever possible.  All relationships between anatomical structures and from cell types to anatomical structures are valid Uberon and CL relationships. The Spatial Ontology defines the shape, size, location, and rotation of experimental tissue and data major anatomical structures in the 3D Reference Object Library. The Specimen Ontology captures the sex, age, and other information on donors that provided tissue data used in the construction of the HRA.	https://humanatlas.io/ccf-ontology	https://humanatlas.io/ccf-ontology	https://www.ebi.ac.uk/ols4/ontologies/ccf	ccf		2026-03-01T05:25:59.202073791
cco	Cell Cycle Ontology	The Cell Cycle Ontology extends existing ontologies for cell cycle knowledge building a resource that integrates and manages knowledge about the cell cycle components and regulatory aspects.	http://www.semantic-systems-biology.org/apo	http://www.semantic-systems-biology.org/apo	https://www.ebi.ac.uk/ols4/ontologies/cco	cco		2026-03-01T05:18:57.746210119
cdao	Comparative Data Analysis Ontology	a formalization of concepts and relations relevant to evolutionary comparative analysis	https://github.com/evoinfo/cdao	https://github.com/evoinfo/cdao	https://www.ebi.ac.uk/ols4/ontologies/cdao	cdao	http://purl.obolibrary.org/obo/cdao/2024-01-25/cdao.owl	2026-03-01T04:36:01.108430694
cdno	Compositional Dietary Nutrition Ontology	The CDNO provides structured terminologies to describe nutritional attributes of material entities that contribute to human diet. These terms are intended primarily to be associated with datasets that quantify concentration of chemical nutritional components derived from samples taken from any stage in the production of food raw materials (including from crops, livestock, fisheries) and through processing and supply chains. Additional knowledge associated with these dietary sources may be represented by terms that describe functional, physical and other attributes. Whilst recognising that dietary nutrients within food substrates may be present as complex and dynamic physical and chemical structures or mixtures, CDNO focuses on components typically quantified in an analytical chemistry laboratory. The primary CDNO class ‘dietary nutritional component’ contains hierarchical sets of terms organised to reflect commonly used classifications of chemical food composition. This class does not represent an exhaustive classification of chemical components, but focuses on structuring terms according to widely accepted categories. This class is independent of, but may be used in conjunction with, classes that describe ‘analytical methods’ for quantification, ‘physical properties’ or ‘dietary function’. Quantification data may be used and reported in research literature, to inform food composition tables and labelling, or for supply chain quality assurance and control. More specifically, terms within the ‘nutritional component concentration’ class may be used to represent quantification of components described in the ‘dietary nutritional component’ class. Concentration data are intended to be described in conjunction with post-composed metadata concepts, such as represented by the Food Ontology (FoodOn) ‘Food product by organism’, which derives from some food or anatomical entity and a NCBI organismal classification ontology (NCBITaxon) entity. The common vocabulary and relationships defined within CDNO should facilitate description, communication and exchange of material entity-derived nutritional composition datasets typically generated by analytical laboratories. The organisation of the vocabulary is structured to reflect common categories variously used by those involved in crop, livestock or other organismal production, associated R&D and breeding, as well as the food processing and supply sector, and nutritionists, inlcuding compilers and users of food composition databases. The CDNO therefore supports characterisation of genetic diversity and management of biodiversity collections, as well as sharing of knowledge relating to dietary composition between a wider set of researchers, breeders, farmers, processors and other stakeholders. Further development of the functional class should also assist in understanding how interactions between organismal genetic and environmental variation contribute to human diet and health in the farm to fork continuum.	https://cdno.info/	https://cdno.info/	https://www.ebi.ac.uk/ols4/ontologies/cdno	cdno	http://purl.obolibrary.org/obo/cdno/releases/2026-02-15/cdno.owl	2026-03-01T04:36:01.809979501
ceph	Cephalopod Ontology	An anatomical and developmental ontology for cephalopods	https://github.com/obophenotype/cephalopod-ontology	https://github.com/obophenotype/cephalopod-ontology	https://www.ebi.ac.uk/ols4/ontologies/ceph	ceph	http://purl.obolibrary.org/obo/ceph/releases/2016-01-12/ceph.owl	2026-03-01T05:09:23.156688306
chebi	Chemical Entities of Biological Interest	A structured classification of molecular entities of biological interest focusing on 'small' chemical compounds.	http://www.ebi.ac.uk/chebi	http://www.ebi.ac.uk/chebi	https://www.ebi.ac.uk/ols4/ontologies/chebi	chebi	http://purl.obolibrary.org/obo/chebi/249/chebi.owl	2026-03-01T04:36:48.034436427
cheminf	chemical information ontology (cheminf) - information entities about chemical entities	Includes terms for the descriptors commonly used in cheminformatics software applications and the algorithms which generate them.	https://github.com/semanticchemistry/semanticchemistry	https://github.com/semanticchemistry/semanticchemistry	https://www.ebi.ac.uk/ols4/ontologies/cheminf	cheminf		2026-03-01T04:38:08.068572505
chiro	CHEBI Integrated Role Ontology	CHEBI provides a distinct role hierarchy. Chemicals in the structural hierarchy are connected via a 'has role' relation. CHIRO provides links from these roles to useful other classes in other ontologies. This will allow direct connection between chemical structures (small molecules, drugs) and what they do. This could be formalized using 'capable of', in the same way Uberon and the Cell Ontology link structures to processes.	https://github.com/obophenotype/chiro	https://github.com/obophenotype/chiro	https://www.ebi.ac.uk/ols4/ontologies/chiro	chiro	http://purl.obolibrary.org/obo/chiro/releases/2015-11-23/chiro.owl	2026-03-01T04:38:09.533235570
chmo	Chemical Methods Ontology	CHMO, the chemical methods ontology, describes methods used to	https://github.com/rsc-ontologies/rsc-cmo	https://github.com/rsc-ontologies/rsc-cmo	https://www.ebi.ac.uk/ols4/ontologies/chmo	chmo	http://purl.obolibrary.org/obo/chmo/releases/2025-10-21/chmo.owl	2026-03-01T04:38:12.259471600
cido	CIDO: Ontology of Coronavirus Infectious Disease	The Ontology of Coronavirus Infectious Disease (CIDO) is a community-driven open-source biomedical ontology in the area of coronavirus infectious disease. The CIDO is developed to provide standardized human- and computer-interpretable annotation and representation of various coronavirus infectious diseases, including their etiology, transmission, pathogenesis, diagnosis, prevention, and treatment.	https://github.com/cido-ontology/cido	https://github.com/cido-ontology/cido	https://www.ebi.ac.uk/ols4/ontologies/cido	cido	http://purl.obolibrary.org/obo/cido/releases/2024-02-16/cido.owl	2026-03-01T04:38:15.493060724
cio	Confidence Information Ontology	An ontology to capture confidence information about annotations.	https://github.com/BgeeDB/confidence-information-ontology	https://github.com/BgeeDB/confidence-information-ontology	https://www.ebi.ac.uk/ols4/ontologies/cio	cio	http://purl.obolibrary.org/obo/cio/releases/2015-03-10/cio.owl	2026-03-01T04:38:21.489812862
cl	Cell Ontology	An ontology of cell types.	https://obophenotype.github.io/cell-ontology/	https://obophenotype.github.io/cell-ontology/	https://www.ebi.ac.uk/ols4/ontologies/cl	cl	http://purl.obolibrary.org/obo/cl/releases/2025-12-17/cl.owl	2026-03-01T04:38:25.344874875
clao	Collembola Anatomy Ontology	CLAO is an ontology of anatomical terms employed in morphological descriptions for the Class Collembola (Arthropoda: Hexapoda).	https://github.com/luis-gonzalez-m/Collembola	https://github.com/luis-gonzalez-m/Collembola	https://www.ebi.ac.uk/ols4/ontologies/clao	clao	http://purl.obolibrary.org/obo/clao/releases/2021-09-27/clao.owl	2026-03-01T04:38:32.618004377
clo	CLO: Cell Line Ontology	The Cell Line Ontology (CLO) is a community-based ontology of cell lines. The CLO is developed to unify publicly available cell line entry data from multiple sources to a standardized logically defined format based on consensus design patterns.	https://github.com/CLO-Ontology/CLO	https://github.com/CLO-Ontology/CLO	https://www.ebi.ac.uk/ols4/ontologies/clo	clo		2026-03-01T04:38:35.439841470
clyh	Clytia hemisphaerica Development and Anatomy Ontology (CLYH)	Anatomy, development and life cycle stages - planula, polyp, medusa/jellyfish - of the cnidarian hydrozoan species, Clytia hemiphaerica.	https://github.com/EBISPOT/clyh_ontology	https://github.com/EBISPOT/clyh_ontology	https://www.ebi.ac.uk/ols4/ontologies/clyh	clyh	http://purl.obolibrary.org/obo/clyh/releases/2020-05-29/clyh.owl	2026-03-01T04:38:42.395051224
cmo	Clinical measurement ontology	Morphological and physiological measurement records generated from clinical and model organism research and health programs.	http://rgd.mcw.edu/rgdweb/ontology/search.html	http://rgd.mcw.edu/rgdweb/ontology/search.html	https://www.ebi.ac.uk/ols4/ontologies/cmo	cmo	http://purl.obolibrary.org/obo/cmo/2.266/cmo.owl	2026-03-01T04:38:42.877811852
cmpo	Cellular Microscopy Phenotype Ontology	CMPO is a species neutral ontology for describing general phenotypic observations relating to the whole cell, cellular components, cellular processes and cell populations.	http://www.ebi.ac.uk/cmpo	http://www.ebi.ac.uk/cmpo	https://www.ebi.ac.uk/ols4/ontologies/cmpo	cmpo	http://www.ebi.ac.uk/cmpo/releases/2017-12-19/cmpo.owl	2026-03-01T05:21:58.711215197
cob	Core Ontology for Biology and Biomedicine	COB brings together key terms from a wide range of OBO projects to improve interoperability.	https://obofoundry.org/COB/	https://obofoundry.org/COB/	https://www.ebi.ac.uk/ols4/ontologies/cob	cob	http://purl.obolibrary.org/obo/cob/releases/2025-12-12/cob.owl	2026-03-01T04:38:43.675322699
colao	Coleoptera Anatomy Ontology	The Coleoptera Anatomy Ontology contains terms used for describing the anatomy and phenotype of beetles in biodiversity research.	https://github.com/insect-morphology/colao	https://github.com/insect-morphology/colao	https://www.ebi.ac.uk/ols4/ontologies/colao	colao	http://purl.obolibrary.org/obo/colao/releases/2024-06-21/colao.owl	2026-03-01T04:38:43.924666980
covoc	CoVoc Coronavirus Vocabulary	The COVID-19 Vocabulary (COVoc) is an ontology containing terms related to the research of the COVID-19 pandemic. This includes host organisms, pathogenicity, gene and gene products, barrier gestures, treatments and more.	https://github.com/EBISPOT/covoc	https://github.com/EBISPOT/covoc	https://www.ebi.ac.uk/ols4/ontologies/covoc	covoc	http://purl.obolibrary.org/obo/covoc/releases/2022-10-26/covoc.owl	2026-03-01T05:23:36.829973424
cpont	Critical Path Ontology	An application ontology for integrating data from the Critical Path Institute's Rare Disease Cures Accelerator Data and Analytica Platform (RDCA-DAP).	https://gitlab.c-path.org/c-pathontology/critical-path-ontology	https://gitlab.c-path.org/c-pathontology/critical-path-ontology	https://www.ebi.ac.uk/ols4/ontologies/cpont	cpont	https://w3id.org/cpont/ontology/releases/2024-05-21/cpont.owl	2026-03-01T05:26:01.050812010
credit	Contributor Roles Taxonomy	CRediT (Contributor Roles Taxonomy) is high-level taxonomy, including 14 roles, that can be used to represent the roles typically played by contributors to scientific scholarly output. The roles describe each contributor’s specific contribution to the scholarly output.	https://credit.niso.org/	https://credit.niso.org/	https://www.ebi.ac.uk/ols4/ontologies/credit	credit	https://w3id.org/biopragmatics/resources/credit/2022/credit.ofn	2026-03-01T05:26:06.346495732
cro	Contributor Role Ontology	A classification of the diverse roles performed in the work leading to a published research output in the sciences. Its purpose to provide transparency in contributions to scholarly published work, to enable improved systems of attribution, credit, and accountability.	https://github.com/data2health/contributor-role-ontology	https://github.com/data2health/contributor-role-ontology	https://www.ebi.ac.uk/ols4/ontologies/cro	cro	http://purl.obolibrary.org/obo/cro/releases/2019-12-11/cro.owl	2026-03-01T04:38:44.336120201
cteno	Ctenophore Ontology	An anatomical and developmental ontology for ctenophores (Comb Jellies)	https://github.com/obophenotype/ctenophore-ontology	https://github.com/obophenotype/ctenophore-ontology	https://www.ebi.ac.uk/ols4/ontologies/cteno	cteno	http://purl.obolibrary.org/obo/cteno/releases/2016-10-19/cteno.owl	2026-03-01T04:38:44.478099299
cvdo	Cardiovascular Disease Ontology	An ontology to describe entities related to cardiovascular diseases	https://github.com/OpenLHS/CVDO	https://github.com/OpenLHS/CVDO	https://www.ebi.ac.uk/ols4/ontologies/cvdo	cvdo	http://purl.obolibrary.org/obo/cvdo/2024-05-17/cvdo.owl	2026-03-01T04:38:45.464432637
dc	dc		https://www.ebi.ac.uk/ols4/ontologies/dc		https://www.ebi.ac.uk/ols4/ontologies/dc	dc		2026-03-01T05:17:02.190280299
dcat	dcat		https://www.ebi.ac.uk/ols4/ontologies/dcat		https://www.ebi.ac.uk/ols4/ontologies/dcat	dcat	http://www.w3.org/ns/dcat3	2026-03-01T05:10:59.217426976
dcterms	dcterms		https://www.ebi.ac.uk/ols4/ontologies/dcterms		https://www.ebi.ac.uk/ols4/ontologies/dcterms	dcterms		2026-03-01T05:17:02.126976157
ddanat	Dicty Anatomy Ontology (DDANAT)	A structured controlled vocabulary of anatomies of the slime-mold Dictyostelium discoideum.	http://dictybase.org/	http://dictybase.org/	https://www.ebi.ac.uk/ols4/ontologies/ddanat	ddanat		2026-03-01T04:38:45.655113702
ddpheno	Dicty Phenotype Ontology (DDPHENO)	A structured controlled vocabulary of phenotypes of the slime-mould Dictyostelium discoideum.	http://dictybase.org/	http://dictybase.org/	https://www.ebi.ac.uk/ols4/ontologies/ddpheno	ddpheno	http://purl.obolibrary.org/obo/ddpheno/releases/2023-08-26/ddpheno.owl	2026-03-01T04:38:45.829936623
dhba	Developing Human Brain Atlas Ontology	An application ontology built by combining ontologised versions of the Allen Institute Developing Human Brain Atlas (DHBA) Structure Graph mapped to Uberon.	https://purl.brain-bican.org/ontology/dhbao	https://purl.brain-bican.org/ontology/dhbao	https://www.ebi.ac.uk/ols4/ontologies/dhba	dhba	https://purl.brain-bican.org/ontology/dhbao/releases/2025-11-13/dhbao.owl	2026-03-01T05:11:01.162663315
dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	The Potential Drug-drug Interaction and Potential Drug-drug Interaction Evidence Ontology	https://github.com/DIDEO/DIDEO	https://github.com/DIDEO/DIDEO	https://www.ebi.ac.uk/ols4/ontologies/dideo	dideo	http://purl.obolibrary.org/obo/dideo/release/2023-10-16/dideo.owl	2026-03-01T04:38:46.180859889
disdriv	Disease Drivers	Drivers of human diseases including environmental, maternal and social exposures.	https://disease-ontology.org/	https://disease-ontology.org/	https://www.ebi.ac.uk/ols4/ontologies/disdriv	disdriv	http://purl.obolibrary.org/obo/disdriv/releases/2025-03-20/disdriv.owl	2026-03-01T04:38:46.375887255
dmba	Developing Mouse Brain Atlas Ontology	An application ontology built by combining ontologised versions of the Allen Institute Developing Mouse Brain Atlas (DMBA) StructureGraph mapped to Uberon.	https://purl.brain-bican.org/ontology/dmbao	https://purl.brain-bican.org/ontology/dmbao	https://www.ebi.ac.uk/ols4/ontologies/dmba	dmba	https://purl.brain-bican.org/ontology/dmbao/releases/2025-02-10/dmbao.owl	2026-03-01T05:10:50.762534244
doid	Human Disease Ontology	The Disease Ontology has been developed as a standardized ontology for human disease with the purpose of providing the biomedical community with consistent, reusable and sustainable descriptions of human disease terms, phenotype characteristics and related medical vocabulary disease concepts.	https://disease-ontology.org	https://disease-ontology.org	https://www.ebi.ac.uk/ols4/ontologies/doid	doid	http://purl.obolibrary.org/obo/doid/releases/2026-02-28/translations/doid-international.owl	2026-03-01T04:38:48.341330868
dpo	Drosophila Phenotype Ontology	An ontology of commonly encountered and/or high level Drosophila phenotypes.	http://purl.obolibrary.org/obo/fbcv	http://purl.obolibrary.org/obo/fbcv	https://www.ebi.ac.uk/ols4/ontologies/dpo	dpo	http://purl.obolibrary.org/obo/dpo/releases/2026-01-13/dpo.owl	2026-03-01T04:38:52.651650871
